County,State,FIPS Code,Vehicles / 5sqmi
Union,NC,37,25 - 50
Hernando,FL,12,25 - 50
Tyrrell,NC,37,0 - 2
Edwards,TX,48,0 - 2
Stevens,MN,27,2 - 5
Donley,TX,48,0 - 2
Crook,OR,41,0 - 10
Taylor,TX,48,25 - 50
Bee,TX,48,0 - 10
Boone,IA,19,0 - 10
Butler,MO,29,10 - 25
Cowlitz,WA,53,25 - 50
Lenoir,NC,37,10 - 25
Pulaski,KY,21,10 - 25
Franklin,MS,28,2 - 5
Clinton,MO,29,10 - 25
Dodge,GA,13,0 - 10
Smith,TX,48,25 - 50
Lincoln,SD,46,10 - 25
Floyd,IA,19,0 - 10
Patrick,VA,51,0 - 10
Oglala Lakota,SD,46,0 - 2
Big Horn,MT,30,0 - 2
Stewart,TN,47,0 - 10
Greenwood,KS,20,2 - 5
Shelby,KY,21,25 - 50
Treutlen,GA,13,2 - 5
Henry,TN,47,0 - 10
Anoka,MN,27,10 - 100
Sierra,CA,6,0 - 2
Gilpin,CO,8,10 - 25
Beauregard,LA,22,10 - 25
Nash,NC,37,10 - 25
Mariposa,CA,6,0 - 10
Routt,CO,8,0 - 10
Lincoln,ID,16,2 - 5
Crawford,IN,18,10 - 25
Lyon,MN,27,0 - 10
Delta,TX,48,0 - 10
Wilcox,GA,13,0 - 10
Mason,TX,48,2 - 5
Limestone,AL,1,25 - 50
Parmer,TX,48,2 - 5
Bladen,NC,37,2 - 5
McCreary,KY,21,0 - 10
Tolland,CT,9,25 - 50
Adams,ID,16,2 - 5
Swain,NC,37,0 - 10
Chester,TN,47,0 - 10
Rowan,KY,21,10 - 25
Jefferson,CO,8,100 - 200
Benton,MN,27,10 - 25
Decatur,IN,18,10 - 25
Lincoln,OK,40,10 - 25
Prowers,CO,8,2 - 5
Cheshire,NH,33,10 - 25
Washington,IL,17,0 - 10
Owyhee,ID,16,0 - 2
Wichita,KS,20,0 - 2
Elk,PA,42,0 - 10
Adams,IA,19,2 - 5
Allegheny,PA,42,10 - 100
Taylor,WV,54,10 - 25
Menominee,MI,26,2 - 5
Simpson,KY,21,10 - 25
Bristol,RI,44,10 - 100
Barrow,GA,13,10 - 100
Lincoln,NM,35,0 - 2
Solano,CA,6,10 - 100
St. Landry,LA,22,10 - 25
Erath,TX,48,10 - 25
Crawford,IA,19,0 - 10
Lyon,IA,19,0 - 10
Logan,AR,5,0 - 10
Calhoun,TX,48,0 - 10
Davis,UT,49,10 - 100
Kiowa,CO,8,0 - 2
Ontonagon,MI,26,0 - 2
Ripley,IN,18,10 - 25
Penobscot,ME,23,2 - 5
Anchorage,AK,2,25 - 50
Jefferson,MS,28,2 - 5
Pershing,NV,32,0 - 2
Nottoway,VA,51,0 - 10
Wood,WV,54,25 - 50
Wayne,MI,26,10 - 100
Stevens,WA,53,0 - 10
Poweshiek,IA,19,0 - 10
Warrick,IN,18,10 - 25
Geneva,AL,1,0 - 10
Attala,MS,28,2 - 5
Wayne,NY,36,0 - 10
Liberty,MT,30,0 - 2
Blount,AL,1,10 - 25
Reno,KS,20,0 - 10
Cass,TX,48,10 - 25
Vermillion,IN,18,10 - 25
Montcalm,MI,26,10 - 25
Denali,AK,2,0 - 2
Coffey,KS,20,0 - 10
Rooks,KS,20,2 - 5
Morgan,TN,47,0 - 10
Trigg,KY,21,0 - 10
Bradley,TN,47,25 - 50
Furnas,NE,31,2 - 5
Noble,OH,39,10 - 25
Alpine,CA,6,0 - 2
Cascade,MT,30,10 - 25
Grundy,TN,47,0 - 10
Pierce,GA,13,10 - 25
Grant,KY,21,10 - 25
Cherokee,KS,20,0 - 10
Benton,OR,41,25 - 50
Logan,CO,8,2 - 5
Yakima,WA,53,10 - 25
Laramie,WY,56,10 - 25
Love,OK,40,0 - 10
Clay,NE,31,0 - 10
Umatilla,OR,41,10 - 25
Perquimans,NC,37,0 - 10
Hinsdale,CO,8,0 - 2
Sherman,TX,48,0 - 2
Carter,MT,30,0 - 2
Clark,KS,20,0 - 2
Philadelphia,PA,42,200 - 300
Sangamon,IL,17,10 - 25
Brown,SD,46,0 - 10
Howard,MO,29,0 - 10
Marion,TN,47,0 - 10
Anderson,SC,45,25 - 50
Lebanon,PA,42,10 - 100
Steele,ND,38,0 - 2
Jackson,OK,40,0 - 10
Mackinac,MI,26,0 - 2
Essex,MA,25,25 - 50
San Juan,CO,8,0 - 2
Blanco,TX,48,10 - 25
St. Clair,AL,1,10 - 25
Callaway,MO,29,10 - 25
Norton,KS,20,2 - 5
Yuma,AZ,4,0 - 10
Day,SD,46,2 - 5
San Saba,TX,48,2 - 5
Wahkiakum,WA,53,0 - 10
Jasper,SC,45,0 - 10
Clark,SD,46,2 - 5
Wasco,OR,41,2 - 5
Winneshiek,IA,19,0 - 10
Webster,GA,13,0 - 2
Phelps,NE,31,0 - 10
Coosa,AL,1,0 - 2
Hertford,NC,37,0 - 10
Menard,IL,17,0 - 10
Humboldt,CA,6,10 - 25
Saline,MO,29,0 - 10
Hocking,OH,39,10 - 25
Lancaster,VA,51,0 - 10
Manatee,FL,12,25 - 50
Levy,FL,12,0 - 10
Shelby,IN,18,10 - 25
Colleton,SC,45,0 - 10
Aitkin,MN,27,0 - 2
Real,TX,48,2 - 5
Massac,IL,17,10 - 25
Grady,OK,40,10 - 25
Harper,KS,20,2 - 5
Randolph,IN,18,10 - 25
Laurel,KY,21,10 - 25
Allegany,NY,36,0 - 10
George,MS,28,10 - 25
Yancey,NC,37,10 - 25
Wapello,IA,19,10 - 25
Livingston,LA,22,25 - 50
Mitchell,KS,20,2 - 5
Boone,KY,21,10 - 100
Shasta,CA,6,10 - 25
Gilliam,OR,41,0 - 2
Mohave,AZ,4,0 - 10
Lee,IL,17,0 - 10
Falls,TX,48,0 - 10
Wilkinson,GA,13,2 - 5
Thomas,NE,31,0 - 2
Pope,MN,27,2 - 5
Grainger,TN,47,10 - 25
Fauquier,VA,51,25 - 50
Bourbon,KY,21,10 - 25
Bell,TX,48,25 - 50
Washburn,WI,55,2 - 5
Bent,CO,8,0 - 2
Morehouse,LA,22,0 - 10
McClain,OK,40,25 - 50
Tishomingo,MS,28,0 - 10
Culpeper,VA,51,25 - 50
La Crosse,WI,55,10 - 25
Garfield,MT,30,0 - 2
Knox,NE,31,2 - 5
Wood,TX,48,10 - 25
Vinton,OH,39,0 - 10
Rusk,WI,55,2 - 5
Sweetwater,WY,56,2 - 5
El Dorado,CA,6,25 - 50
Burleigh,ND,38,10 - 25
Polk,MN,27,2 - 5
Palo Alto,IA,19,2 - 5
Montgomery,IN,18,10 - 25
Aleutians East,AK,2,0 - 2
Stone,AR,5,0 - 10
Dickens,TX,48,0 - 2
Jefferson,KS,20,10 - 25
Sabine,TX,48,0 - 10
Flathead,MT,30,10 - 25
Pike,PA,42,10 - 25
Moore,TX,48,0 - 10
Mitchell,NC,37,10 - 25
Carroll,NH,33,0 - 10
Summit,UT,49,10 - 25
Clay,NC,37,10 - 25
Manassas,VA,51,400 - 500
Adams,CO,8,10 - 100
Coshocton,OH,39,10 - 25
Boone,IN,18,10 - 25
Lincoln,MN,27,2 - 5
Fillmore,MN,27,0 - 10
Spalding,GA,13,25 - 50
Caribou,ID,16,2 - 5
Brown,MN,27,0 - 10
Dawson,NE,31,0 - 10
Carson City,NV,32,10 - 100
Malheur,OR,41,0 - 2
Grand Traverse,MI,26,10 - 25
Houston,TN,47,0 - 10
Lyman,SD,46,0 - 2
Kent,MI,26,10 - 100
Nueces,TX,48,25 - 50
Union,SD,46,0 - 10
Crisp,GA,13,10 - 25
Doddridge,WV,54,2 - 5
Cavalier,ND,38,0 - 2
Hancock,OH,39,10 - 25
Wilkes,NC,37,10 - 25
Bland,VA,51,0 - 10
Roseau,MN,27,2 - 5
Madera,CA,6,10 - 25
Cleburne,AR,5,10 - 25
Greene,IL,17,0 - 10
Tucker,WV,54,2 - 5
Itawamba,MS,28,0 - 10
Le Flore,OK,40,10 - 25
Orleans,VT,50,0 - 10
Caswell,NC,37,0 - 10
Alcorn,MS,28,10 - 25
Curry,OR,41,0 - 10
Saline,IL,17,10 - 25
Halifax,NC,37,0 - 10
Wichita,TX,48,25 - 50
Mecklenburg,VA,51,0 - 10
St. John the Baptist,LA,22,10 - 25
Humboldt,IA,19,0 - 10
Clay,IN,18,10 - 25
Lexington,VA,51,200 - 300
Garden,NE,31,0 - 2
Gilmer,WV,54,0 - 10
Hampden,MA,25,25 - 50
Lauderdale,MS,28,10 - 25
Toole,MT,30,0 - 2
Cayuga,NY,36,0 - 10
Coryell,TX,48,10 - 25
Fall River,SD,46,2 - 5
Burke,ND,38,0 - 2
Nome,AK,2,0 - 2
Kenosha,WI,55,10 - 25
Comal,TX,48,10 - 100
Pasco,FL,12,10 - 100
Clay,SD,46,0 - 10
Portsmouth,VA,51,100 - 200
Pittsburg,OK,40,10 - 25
Terrell,TX,48,0 - 2
Jackson,IN,18,10 - 25
Bottineau,ND,38,2 - 5
Greene,GA,13,0 - 10
Williamson,TN,47,25 - 50
Cole,MO,29,25 - 50
St. Louis,MN,27,2 - 5
Jay,IN,18,10 - 25
Mercer,PA,42,10 - 25
Delaware,PA,42,100 - 200
Dodge,WI,55,10 - 25
Cook,IL,17,100 - 200
Sarpy,NE,31,10 - 100
Pawnee,NE,31,2 - 5
Orange,VA,51,10 - 25
Lincoln,NE,31,2 - 5
Sumner,TN,47,25 - 50
Payne,OK,40,25 - 50
Mower,MN,27,0 - 10
Appomattox,VA,51,0 - 10
Marion,FL,12,25 - 50
Polk,OR,41,25 - 50
Harrison,MO,29,2 - 5
Kane,UT,49,0 - 2
Cumberland,KY,21,0 - 10
Storey,NV,32,0 - 10
Rowan,NC,37,25 - 50
Putnam,OH,39,10 - 25
Washington,MN,27,10 - 100
Ellis,OK,40,2 - 5
Fremont,WY,56,2 - 5
Anne Arundel,MD,24,100 - 200
Dona Ana,NM,35,10 - 25
Prairie,AR,5,0 - 2
Grundy,MO,29,0 - 10
Southeast Fairbanks,AK,2,0 - 2
Marion,OR,41,10 - 100
Augusta,VA,51,10 - 25
Riley,KS,20,10 - 25
Montgomery,MD,24,10 - 100
Lewis,MO,29,0 - 10
Christian,MO,29,25 - 50
Trempealeau,WI,55,0 - 10
Holmes,OH,39,10 - 25
Deer Lodge,MT,30,0 - 10
Fannin,GA,13,10 - 25
Wayne,GA,13,0 - 10
Smith,MS,28,2 - 5
Caldwell,LA,22,0 - 10
Dyer,TN,47,0 - 10
Indian River,FL,12,25 - 50
Glynn,GA,13,10 - 25
Dixie,FL,12,2 - 5
Frio,TX,48,0 - 10
Shackelford,TX,48,2 - 5
Fairfield,CT,9,10 - 100
Crawford,IL,17,10 - 25
Martinsville,VA,51,10 - 100
West Carroll,LA,22,10 - 25
Chippewa,MN,27,0 - 10
Webster,MO,29,10 - 25
Georgetown,SC,45,0 - 10
Jackson,AR,5,2 - 5
Wayne,WV,54,0 - 10
Alger,MI,26,0 - 2
Glenn,CA,6,0 - 10
Cherry,NE,31,0 - 2
Weakley,TN,47,0 - 10
Sully,SD,46,0 - 2
Denton,TX,48,100 - 200
Kern,CA,6,10 - 25
Brewster,TX,48,0 - 2
Jackson,OR,41,25 - 50
Abbeville,SC,45,0 - 10
Union,IA,19,0 - 10
Traill,ND,38,2 - 5
Grayson,VA,51,10 - 25
Boone,MO,29,25 - 50
Bond,IL,17,10 - 25
Habersham,GA,13,25 - 50
Pike,MO,29,0 - 10
Richland,SC,45,25 - 50
Wheeler,NE,31,0 - 2
Bergen,NJ,34,100 - 200
Weston,WY,56,2 - 5
Marion,MO,29,10 - 25
Benton,IA,19,10 - 25
Fayette,PA,42,25 - 50
Newton,GA,13,25 - 50
Tioga,NY,36,10 - 25
Bossier,LA,22,10 - 25
Bradford,FL,12,10 - 25
Dunn,WI,55,10 - 25
Panola,MS,28,0 - 10
Mercer,IL,17,0 - 10
Pickens,GA,13,25 - 50
Clarion,PA,42,10 - 25
Douglas,NV,32,25 - 50
Jefferson,IA,19,0 - 10
Citrus,FL,12,25 - 50
McCurtain,OK,40,0 - 10
Wallace,KS,20,0 - 2
Osceola,IA,19,0 - 10
Hamilton,IA,19,0 - 10
Poquoson,VA,51,10 - 25
Ritchie,WV,54,0 - 10
Tyler,WV,54,0 - 10
Mississippi,AR,5,2 - 5
Tuolumne,CA,6,0 - 10
Preble,OH,39,10 - 25
Erie,NY,36,25 - 50
Haskell,KS,20,2 - 5
Saline,KS,20,10 - 25
Warren,NJ,34,25 - 50
Chase,NE,31,2 - 5
Arenac,MI,26,2 - 5
Forest,WI,55,0 - 2
Hardin,IL,17,2 - 5
Jones,SD,46,0 - 2
Clare,MI,26,10 - 25
Cook,GA,13,10 - 25
Sutton,TX,48,0 - 2
Boyd,NE,31,2 - 5
Osage,MO,29,0 - 10
Menard,TX,48,0 - 2
Newton,IN,18,0 - 10
Rankin,MS,28,25 - 50
Gray,TX,48,0 - 10
Wayne,NE,31,0 - 10
Fillmore,NE,31,2 - 5
Kankakee,IL,17,10 - 25
Imperial,CA,6,0 - 10
Washington,ME,23,0 - 2
Greenup,KY,21,10 - 25
Taney,MO,29,10 - 25
Uvalde,TX,48,0 - 10
Warren,NC,37,2 - 5
Windham,CT,9,25 - 50
Bollinger,MO,29,0 - 10
Cherokee,OK,40,0 - 10
Lake,MI,26,2 - 5
Palm Beach,FL,12,25 - 50
Pickens,AL,1,2 - 5
Brown,IN,18,10 - 25
Wibaux,MT,30,0 - 2
Lincoln,OR,41,10 - 25
DeSoto,FL,12,10 - 25
New London,CT,9,25 - 50
Kossuth,IA,19,0 - 10
Iosco,MI,26,0 - 2
Williams,OH,39,10 - 25
Greensville,VA,51,0 - 2
Putnam,FL,12,10 - 25
Colquitt,GA,13,10 - 25
Montgomery,AL,1,10 - 25
Kenton,KY,21,10 - 100
Montmorency,MI,26,2 - 5
Wayne,MS,28,0 - 10
Buchanan,MO,29,25 - 50
Scott,IA,19,25 - 50
Cumberland,PA,42,10 - 100
St. Tammany,LA,22,25 - 50
Bolivar,MS,28,2 - 5
Goliad,TX,48,2 - 5
Gulf,FL,12,2 - 5
Wyandot,OH,39,10 - 25
Lucas,OH,39,25 - 50
Benton,AR,5,25 - 50
Santa Clara,CA,6,10 - 100
Duplin,NC,37,0 - 10
Hamilton,NY,36,0 - 2
Crow Wing,MN,27,10 - 25
Washington,MS,28,0 - 10
Escambia,FL,12,25 - 50
Wilcox,AL,1,0 - 2
San Juan,WA,53,0 - 10
Beaverhead,MT,30,0 - 2
Moultrie,IL,17,0 - 10
Conecuh,AL,1,2 - 5
Hartley,TX,48,0 - 2
LaSalle,IL,17,10 - 25
Los Alamos,NM,35,25 - 50
Granite,MT,30,0 - 2
Grant,ND,38,0 - 2
Douglas,MN,27,10 - 25
Union,LA,22,0 - 10
Kenai Peninsula,AK,2,0 - 2
Walker,AL,1,10 - 25
Wyoming,NY,36,10 - 25
Scott,VA,51,10 - 25
Bexar,TX,48,100 - 200
Custer,OK,40,10 - 25
Wyandotte,KS,20,10 - 100
Marathon,WI,55,10 - 25
Ouray,CO,8,0 - 10
Vernon,LA,22,0 - 10
Delaware,IN,18,25 - 50
Northampton,NC,37,2 - 5
McCracken,KY,21,25 - 50
Winn,LA,22,2 - 5
Red River,TX,48,0 - 10
Montgomery,IA,19,0 - 10
Albany,NY,36,25 - 50
Red Lake,MN,27,2 - 5
Newaygo,MI,26,10 - 25
Ross,OH,39,10 - 25
Sargent,ND,38,2 - 5
Jefferson,PA,42,10 - 25
Murray,GA,13,10 - 25
Matagorda,TX,48,0 - 10
Scott,KY,21,25 - 50
Petersburg,AK,2,0 - 2
Yuma,CO,8,2 - 5
Tattnall,GA,13,0 - 10
White,GA,13,25 - 50
Fulton,OH,39,10 - 25
Grand Forks,ND,38,0 - 10
Oscoda,MI,26,2 - 5
Claiborne,TN,47,10 - 25
Putnam,GA,13,10 - 25
Rockbridge,VA,51,0 - 10
Kiowa,OK,40,2 - 5
Wheatland,MT,30,0 - 2
Childress,TX,48,2 - 5
Montgomery,TX,48,100 - 200
Fluvanna,VA,51,10 - 25
Grant,OR,41,0 - 2
Noble,IN,18,10 - 25
Audubon,IA,19,0 - 10
Crawford,KS,20,0 - 10
Deuel,NE,31,2 - 5
Charles,MD,24,25 - 50
Marshall,AL,1,25 - 50
White,TN,47,10 - 25
Daviess,IN,18,10 - 25
Wood,OH,39,10 - 25
Chatham,NC,37,10 - 25
Watauga,NC,37,25 - 50
Isle of Wight,VA,51,10 - 25
Livingston,KY,21,0 - 10
Westmoreland,PA,42,25 - 50
Plaquemines,LA,22,0 - 2
Iowa,WI,55,0 - 10
Edgecombe,NC,37,0 - 10
Roberts,TX,48,0 - 2
Lewis and Clark,MT,30,0 - 10
Lincoln,WA,53,2 - 5
Nassau,FL,12,10 - 25
Highland,VA,51,2 - 5
Grant,OK,40,2 - 5
Hyde,NC,37,0 - 2
Richmond,NY,36,100 - 200
Multnomah,OR,41,100 - 200
Henrico,VA,51,10 - 100
Tift,GA,13,10 - 25
Winston,MS,28,0 - 10
Jackson,NC,37,10 - 25
Toombs,GA,13,10 - 25
Oakland,MI,26,1000 - 1500
Hartford,CT,9,10 - 100
Kanabec,MN,27,0 - 10
Boone,IL,17,25 - 50
Ashley,AR,5,0 - 10
Comanche,TX,48,0 - 10
Barnwell,SC,45,0 - 10
Dutchess,NY,36,25 - 50
Woodward,OK,40,0 - 10
Bear Lake,ID,16,2 - 5
Emanuel,GA,13,2 - 5
Shelby,IA,19,0 - 10
Waseca,MN,27,0 - 10
Kalkaska,MI,26,0 - 10
Osceola,MI,26,0 - 10
